codgeo,ze2020,economic_sphere,unit_loc_2024
42033,8430,PRESENTIAL,10
42215,8426,PRODUCTIVE,11
42011,8412,PRESENTIAL,84
42002,8412,PRODUCTIVE,3
42284,8426,PRESENTIAL,22
42128,8430,PRESENTIAL,7
42181,8426,PRODUCTIVE,7
42165,8412,PRESENTIAL,63
42145,8426,PRESENTIAL,16
42060,8428,PRODUCTIVE,1
42060,8428,PRESENTIAL,5
42071,8426,PRODUCTIVE,88
42110,8428,PRODUCTIVE,46
42100,8428,PRODUCTIVE,2
42042,8428,PRODUCTIVE,10
42039,8412,PRESENTIAL,19
42022,8428,PRESENTIAL,82
42208,8428,PRODUCTIVE,14
42187,8426,PRESENTIAL,1171
42197,8412,PRESENTIAL,21
42255,8412,PRESENTIAL,5
42246,8433,PRODUCTIVE,10
42228,8412,PRODUCTIVE,14
42076,8412,PRESENTIAL,11
42027,8412,PRESENTIAL,8
42086,8430,PRESENTIAL,7
42211,8428,PRODUCTIVE,40
42200,8428,PRODUCTIVE,8
42170,8426,PRESENTIAL,61
42073,8412,PRODUCTIVE,4
42161,8426,PRESENTIAL,4
42153,8426,PRODUCTIVE,3
42163,8426,PRODUCTIVE,14
42143,8412,PRODUCTIVE,4
42241,8426,PRESENTIAL,6
42226,8412,PRESENTIAL,3
42234,8428,PRODUCTIVE,31
42095,8428,PRODUCTIVE,121
42084,8412,PRESENTIAL,9
42110,8428,PRESENTIAL,104
42033,8430,PRODUCTIVE,5
42047,8417,PRODUCTIVE,5
42271,8428,PRODUCTIVE,44
42275,8428,PRODUCTIVE,107
42215,8426,PRESENTIAL,25
42140,8428,PRESENTIAL,5
42078,8426,PRODUCTIVE,3
42067,8433,PRODUCTIVE,3
42249,8426,PRODUCTIVE,10
42086,8430,PRODUCTIVE,3
42099,8428,PRESENTIAL,64
42087,8412,PRESENTIAL,6
42091,8428,PRESENTIAL,15
42203,8426,PRESENTIAL,4
42219,8412,PRODUCTIVE,14
42045,8417,PRODUCTIVE,0
42037,8412,PRESENTIAL,10
42167,8428,PRESENTIAL,6
42163,8426,PRESENTIAL,35
42169,8428,PRODUCTIVE,14
42138,8428,PRODUCTIVE,5
42119,8412,PRODUCTIVE,0
42066,8412,PRESENTIAL,16
42078,8426,PRESENTIAL,6
42236,8426,PRESENTIAL,9
42026,8426,PRESENTIAL,24
42048,8426,PRESENTIAL,9
42049,8426,PRESENTIAL,10
42221,8412,PRODUCTIVE,8
42213,8412,PRODUCTIVE,4
42205,8412,PRESENTIAL,17
42083,8428,PRESENTIAL,9
42119,8412,PRESENTIAL,5
42132,8433,PRESENTIAL,10
42069,8426,PRESENTIAL,36
42074,8426,PRODUCTIVE,5
42172,8428,PRODUCTIVE,3
42152,8426,PRESENTIAL,11
42013,8428,PRESENTIAL,26
41291,2414,PRODUCTIVE,6
42042,8428,PRESENTIAL,14
42044,8428,PRESENTIAL,213
42035,8412,PRESENTIAL,4
42203,8426,PRODUCTIVE,1
42208,8428,PRESENTIAL,31
42118,8426,PRODUCTIVE,12
42053,8428,PRODUCTIVE,16
42257,8426,PRESENTIAL,15
42173,8412,PRESENTIAL,7
42180,8428,PRODUCTIVE,9
42180,8428,PRESENTIAL,8
42256,8428,PRESENTIAL,63
42239,8426,PRODUCTIVE,3
42254,8426,PRESENTIAL,13
42020,8428,PRODUCTIVE,13
42018,8433,PRESENTIAL,2
42036,8428,PRODUCTIVE,1
42028,8433,PRODUCTIVE,13
42089,8412,PRODUCTIVE,10
42058,8412,PRESENTIAL,4
42246,8433,PRESENTIAL,21
42248,8417,PRESENTIAL,50
42141,8426,PRESENTIAL,6
42283,8428,PRESENTIAL,11
42129,8433,PRESENTIAL,49
42121,8412,PRODUCTIVE,3
42194,8426,PRESENTIAL,5
41296,2412,PRODUCTIVE,11
42104,8430,PRESENTIAL,12
42040,8417,PRESENTIAL,1
42224,8428,PRODUCTIVE,37
42247,8412,PRESENTIAL,3
42077,8426,PRESENTIAL,3
42162,8426,PRESENTIAL,14
42145,8426,PRODUCTIVE,12
42260,8412,PRESENTIAL,22
42281,8426,PRODUCTIVE,1
42113,8412,PRODUCTIVE,3
42094,8412,PRODUCTIVE,129
42189,8428,PRODUCTIVE,120
42027,8412,PRODUCTIVE,1
42272,8433,PRODUCTIVE,17
42199,8426,PRESENTIAL,24
42240,8412,PRESENTIAL,10
42051,8433,PRODUCTIVE,4
42017,8428,PRESENTIAL,11
42106,8412,PRESENTIAL,4
42177,8426,PRODUCTIVE,31
42031,8428,PRODUCTIVE,2
42046,8412,PRODUCTIVE,39
42259,8428,PRESENTIAL,52
42262,8428,PRESENTIAL,21
42264,8428,PRODUCTIVE,10
42227,8412,PRODUCTIVE,6
42248,8417,PRODUCTIVE,22
42063,8426,PRODUCTIVE,2
42051,8433,PRESENTIAL,8
42093,8428,PRODUCTIVE,7
42102,8428,PRESENTIAL,14
42009,8412,PRESENTIAL,2
42143,8412,PRESENTIAL,5
42158,8426,PRODUCTIVE,1
42151,8412,PRODUCTIVE,11
42046,8412,PRESENTIAL,39
42030,8412,PRODUCTIVE,10
42043,8428,PRODUCTIVE,30
42124,8433,PRESENTIAL,5
42116,8412,PRESENTIAL,7
42279,8428,PRODUCTIVE,159
42062,8428,PRODUCTIVE,10
42199,8426,PRODUCTIVE,9
42207,8428,PRESENTIAL,711
42009,8412,PRODUCTIVE,3
42014,8430,PRODUCTIVE,5
42002,8412,PRESENTIAL,2
41294,2414,PRESENTIAL,15
42169,8428,PRESENTIAL,19
42153,8426,PRESENTIAL,8
42159,8417,PRESENTIAL,52
42101,8428,PRODUCTIVE,0
42171,8426,PRESENTIAL,5
42193,8412,PRESENTIAL,21
42175,8412,PRESENTIAL,21
42191,8433,PRODUCTIVE,4
42164,8412,PRESENTIAL,3
42206,8428,PRESENTIAL,24
42071,8426,PRESENTIAL,184
41297,2412,PRESENTIAL,14
42021,8428,PRODUCTIVE,13
42092,8428,PRESENTIAL,81
42081,8428,PRODUCTIVE,9
42189,8428,PRESENTIAL,193
42135,8428,PRESENTIAL,13
42023,8433,PRODUCTIVE,34
42280,8428,PRESENTIAL,5
42076,8412,PRODUCTIVE,20
42054,8412,PRESENTIAL,7
42011,8412,PRODUCTIVE,38
42007,8430,PRODUCTIVE,0
41292,2401,PRODUCTIVE,0
42155,8412,PRESENTIAL,11
42201,8433,PRESENTIAL,11
42094,8412,PRESENTIAL,349
42186,8428,PRODUCTIVE,72
42261,8428,PRODUCTIVE,11
42139,8428,PRESENTIAL,33
42113,8412,PRESENTIAL,4
42228,8412,PRESENTIAL,8
42233,8426,PRESENTIAL,12
42053,8428,PRESENTIAL,19
42157,8426,PRESENTIAL,4
42211,8428,PRESENTIAL,54
42102,8428,PRODUCTIVE,9
42264,8428,PRESENTIAL,11
42266,8428,PRODUCTIVE,9
42193,8412,PRODUCTIVE,8
42029,8412,PRESENTIAL,19
42126,8428,PRESENTIAL,19
42237,8428,PRODUCTIVE,88
42225,8428,PRODUCTIVE,27
42151,8412,PRESENTIAL,6
42149,8428,PRODUCTIVE,57
42148,8412,PRODUCTIVE,5
42085,8428,PRODUCTIVE,9
42105,8428,PRODUCTIVE,3
42088,8412,PRODUCTIVE,30
42062,8428,PRESENTIAL,8
42266,8428,PRESENTIAL,7
42265,8433,PRODUCTIVE,22
42019,8412,PRODUCTIVE,31
42232,8426,PRESENTIAL,11
42238,8417,PRODUCTIVE,6
42196,8412,PRESENTIAL,2
42191,8433,PRESENTIAL,14
42135,8428,PRODUCTIVE,9
42221,8412,PRESENTIAL,6
42198,8426,PRESENTIAL,16
42054,8412,PRODUCTIVE,4
42064,8433,PRODUCTIVE,2
41296,2412,PRESENTIAL,20
42101,8428,PRESENTIAL,3
42149,8428,PRESENTIAL,151
42141,8426,PRODUCTIVE,6
42270,8428,PRODUCTIVE,10
42277,8426,PRESENTIAL,6
42278,8417,PRESENTIAL,4
42030,8412,PRESENTIAL,6
42035,8412,PRODUCTIVE,2
42176,8426,PRESENTIAL,13
42124,8433,PRODUCTIVE,3
42056,8433,PRESENTIAL,67
42075,8428,PRODUCTIVE,7
42065,8412,PRODUCTIVE,37
42098,8426,PRODUCTIVE,12
42106,8412,PRODUCTIVE,6
41291,2414,PRESENTIAL,6
42012,8412,PRODUCTIVE,4
42227,8412,PRESENTIAL,16
42256,8428,PRODUCTIVE,28
42234,8428,PRESENTIAL,50
42230,8412,PRODUCTIVE,37
42184,8426,PRODUCTIVE,124
42195,8412,PRESENTIAL,18
42171,8426,PRODUCTIVE,2
42038,8428,PRODUCTIVE,16
42103,8428,PRODUCTIVE,42
42075,8428,PRESENTIAL,24
42077,8426,PRODUCTIVE,5
42003,8426,PRODUCTIVE,14
42014,8430,PRESENTIAL,3
42259,8428,PRODUCTIVE,38
42147,8412,PRESENTIAL,555
42214,8428,PRESENTIAL,18
42043,8428,PRESENTIAL,35
42231,8426,PRODUCTIVE,13
42245,8417,PRODUCTIVE,9
42174,8412,PRESENTIAL,15
42172,8428,PRESENTIAL,19
42121,8412,PRESENTIAL,3
42125,8412,PRODUCTIVE,3
42127,8426,PRODUCTIVE,67
42285,8428,PRESENTIAL,70
42274,8412,PRODUCTIVE,4
42222,8428,PRODUCTIVE,69
42198,8426,PRODUCTIVE,5
42059,8428,PRESENTIAL,129
42068,8426,PRESENTIAL,5
42176,8426,PRODUCTIVE,13
42117,8412,PRODUCTIVE,0
42108,8428,PRESENTIAL,15
42097,8428,PRESENTIAL,139
42273,8426,PRESENTIAL,3
42156,8426,PRESENTIAL,32
42212,8426,PRODUCTIVE,10
42061,8426,PRESENTIAL,4
42067,8433,PRESENTIAL,4
42069,8426,PRODUCTIVE,20
42237,8428,PRESENTIAL,111
42231,8426,PRESENTIAL,32
42226,8412,PRODUCTIVE,3
42229,8430,PRODUCTIVE,0
41290,2414,PRODUCTIVE,7
42021,8428,PRESENTIAL,16
42019,8412,PRESENTIAL,97
42177,8426,PRESENTIAL,55
42185,8428,PRODUCTIVE,7
42194,8426,PRODUCTIVE,7
42025,8426,PRESENTIAL,2
42140,8428,PRODUCTIVE,2
42099,8428,PRODUCTIVE,44
42162,8426,PRODUCTIVE,8
42260,8412,PRODUCTIVE,11
42267,8426,PRESENTIAL,30
42063,8426,PRESENTIAL,6
42202,8412,PRODUCTIVE,3
42207,8428,PRODUCTIVE,312
42218,8428,PRESENTIAL,4293
42008,8426,PRESENTIAL,1
42181,8426,PRESENTIAL,14
42133,8428,PRODUCTIVE,5
42283,8428,PRODUCTIVE,14
42280,8428,PRODUCTIVE,4
42097,8428,PRODUCTIVE,92
42095,8428,PRESENTIAL,497
42223,8428,PRODUCTIVE,46
42225,8428,PRESENTIAL,51
42201,8433,PRODUCTIVE,4
42005,8428,PRESENTIAL,512
42061,8426,PRODUCTIVE,3
42195,8412,PRODUCTIVE,6
42192,8428,PRODUCTIVE,1
42136,8412,PRODUCTIVE,4
42115,8428,PRESENTIAL,17
42047,8417,PRESENTIAL,4
42049,8426,PRODUCTIVE,13
42150,8412,PRODUCTIVE,12
42142,8428,PRODUCTIVE,6
42020,8428,PRESENTIAL,14
42216,8428,PRODUCTIVE,15
42073,8412,PRESENTIAL,10
42137,8412,PRESENTIAL,11
42138,8428,PRESENTIAL,11
42126,8428,PRODUCTIVE,11
42235,8428,PRODUCTIVE,4
42251,8412,PRESENTIAL,19
42242,8428,PRESENTIAL,28
42178,8426,PRODUCTIVE,9
42098,8426,PRESENTIAL,11
42090,8412,PRODUCTIVE,5
42015,8430,PRODUCTIVE,22
42217,8417,PRESENTIAL,8
42055,8428,PRODUCTIVE,1
42136,8412,PRESENTIAL,17
42128,8430,PRODUCTIVE,8
42268,8412,PRODUCTIVE,7
42286,8428,PRESENTIAL,8
42012,8412,PRESENTIAL,9
42217,8417,PRODUCTIVE,3
42202,8412,PRESENTIAL,8
42273,8426,PRODUCTIVE,3
42274,8412,PRESENTIAL,5
42277,8426,PRODUCTIVE,1
42013,8428,PRODUCTIVE,21
42018,8433,PRODUCTIVE,7
42278,8417,PRODUCTIVE,0
42265,8433,PRESENTIAL,23
43031,8419,PRODUCTIVE,1
42320,8428,PRESENTIAL,14
42326,8433,PRESENTIAL,9
42304,8428,PRODUCTIVE,46
43015,8419,PRESENTIAL,2
42257,8426,PRODUCTIVE,8
42286,8428,PRODUCTIVE,5
42332,8426,PRODUCTIVE,20
42318,8428,PRODUCTIVE,11
43067,8419,PRESENTIAL,4
43062,8419,PRODUCTIVE,27
43090,8419,PRODUCTIVE,3
43118,8419,PRODUCTIVE,1
43134,8419,PRESENTIAL,1
43173,8419,PRESENTIAL,3
43166,8420,PRODUCTIVE,6
43163,8420,PRODUCTIVE,19
43155,8419,PRODUCTIVE,0
43033,8410,PRESENTIAL,18
43018,8419,PRODUCTIVE,8
42313,8412,PRESENTIAL,11
42293,8430,PRESENTIAL,18
43040,8410,PRODUCTIVE,112
43055,8410,PRESENTIAL,3
43003,8419,PRESENTIAL,25
43064,8410,PRESENTIAL,3
43135,8419,PRESENTIAL,64
43124,8419,PRESENTIAL,26
43144,8419,PRODUCTIVE,4
43131,8419,PRODUCTIVE,3
43175,8419,PRODUCTIVE,1
43162,8420,PRODUCTIVE,19
43189,8419,PRESENTIAL,9
42313,8412,PRODUCTIVE,8
42310,8433,PRESENTIAL,2
42315,8428,PRODUCTIVE,6
42300,8430,PRODUCTIVE,3
42290,8412,PRODUCTIVE,4
43020,8420,PRESENTIAL,81
43183,8419,PRODUCTIVE,2
43205,8428,PRESENTIAL,58
43186,8419,PRODUCTIVE,9
43131,8419,PRESENTIAL,4
43072,8419,PRESENTIAL,2
43087,8420,PRODUCTIVE,43
43169,8419,PRESENTIAL,2
43025,8420,PRESENTIAL,42
43049,8419,PRESENTIAL,8
43059,8419,PRODUCTIVE,2
43227,8428,PRESENTIAL,11
43120,8410,PRESENTIAL,27
43198,8419,PRESENTIAL,3
43196,8419,PRODUCTIVE,2
43093,8419,PRODUCTIVE,4
43225,8419,PRESENTIAL,1
42297,8412,PRESENTIAL,6
42288,8412,PRESENTIAL,6
42300,8430,PRESENTIAL,5
42307,8428,PRESENTIAL,5
43025,8420,PRODUCTIVE,29
43010,8419,PRESENTIAL,12
42333,8426,PRODUCTIVE,3
43119,8419,PRESENTIAL,14
43188,8419,PRODUCTIVE,8
43195,8410,PRODUCTIVE,2
43187,8419,PRODUCTIVE,6
43180,8419,PRESENTIAL,1
43106,8419,PRESENTIAL,2
43091,8419,PRESENTIAL,29
43113,8419,PRODUCTIVE,5
43090,8419,PRESENTIAL,1
43064,8410,PRODUCTIVE,0
43054,8419,PRESENTIAL,5
43011,8419,PRODUCTIVE,0
43012,8428,PRESENTIAL,84
43029,8419,PRESENTIAL,1
43172,8420,PRODUCTIVE,4
43147,8410,PRODUCTIVE,10
43132,8419,PRODUCTIVE,25
43218,8419,PRESENTIAL,21
43198,8419,PRODUCTIVE,9
43193,8410,PRESENTIAL,2
43079,8419,PRODUCTIVE,7
43083,8419,PRODUCTIVE,2
43060,8419,PRESENTIAL,1
43051,8420,PRESENTIAL,103
42287,8433,PRESENTIAL,14
42334,8412,PRESENTIAL,22
43108,8419,PRESENTIAL,5
43079,8419,PRESENTIAL,5
43074,8410,PRODUCTIVE,35
43082,8419,PRESENTIAL,1
43068,8419,PRODUCTIVE,0
43020,8420,PRODUCTIVE,46
43032,8419,PRESENTIAL,21
43152,8419,PRESENTIAL,49
43153,8428,PRESENTIAL,33
43168,8419,PRODUCTIVE,3
43232,8419,PRESENTIAL,9
43208,8419,PRESENTIAL,1
43227,8428,PRODUCTIVE,10
42301,8412,PRESENTIAL,10
43048,8419,PRODUCTIVE,15
43050,8410,PRODUCTIVE,1
42318,8428,PRESENTIAL,33
43005,8419,PRESENTIAL,4
42338,8426,PRESENTIAL,24
42321,8412,PRESENTIAL,5
43200,8419,PRODUCTIVE,25
42308,8428,PRESENTIAL,12
43168,8419,PRESENTIAL,1
43160,8419,PRODUCTIVE,6
43148,8419,PRESENTIAL,29
43217,8419,PRESENTIAL,10
43191,8410,PRESENTIAL,1
43185,8410,PRESENTIAL,52
43183,8419,PRESENTIAL,5
43119,8419,PRODUCTIVE,3
43120,8410,PRODUCTIVE,21
42337,8426,PRESENTIAL,2
43069,8420,PRESENTIAL,3
43165,8419,PRESENTIAL,30
43223,8420,PRESENTIAL,15
43008,8419,PRESENTIAL,2
43028,8420,PRODUCTIVE,2
43035,8419,PRODUCTIVE,0
43037,8419,PRODUCTIVE,7
43129,8420,PRODUCTIVE,0
43077,8419,PRESENTIAL,25
43070,8419,PRODUCTIVE,2
43088,8410,PRODUCTIVE,2
43101,8419,PRESENTIAL,5
43106,8419,PRODUCTIVE,1
43171,8419,PRODUCTIVE,2
43162,8420,PRESENTIAL,55
43158,8419,PRESENTIAL,5
43215,8419,PRODUCTIVE,4
43214,8419,PRODUCTIVE,1
42297,8412,PRODUCTIVE,5
42316,8428,PRODUCTIVE,41
43204,8420,PRESENTIAL,3
42334,8412,PRODUCTIVE,11
42321,8412,PRODUCTIVE,3
43017,8410,PRESENTIAL,2
43123,8410,PRODUCTIVE,3
43139,8419,PRESENTIAL,1
43085,8419,PRODUCTIVE,1
43116,8419,PRODUCTIVE,1
43170,8410,PRODUCTIVE,9
43060,8419,PRODUCTIVE,3
42323,8428,PRODUCTIVE,121
42322,8428,PRODUCTIVE,4
43017,8410,PRODUCTIVE,6
43092,8420,PRODUCTIVE,6
43206,8410,PRESENTIAL,2
43233,8419,PRODUCTIVE,15
43167,8419,PRESENTIAL,1
42328,8412,PRODUCTIVE,7
43126,8419,PRODUCTIVE,9
42310,8433,PRODUCTIVE,2
42289,8426,PRODUCTIVE,24
42302,8428,PRESENTIAL,148
43201,8419,PRODUCTIVE,6
43205,8428,PRODUCTIVE,48
43195,8410,PRESENTIAL,2
43053,8420,PRODUCTIVE,2
43052,8410,PRODUCTIVE,1
43039,8419,PRESENTIAL,4
43015,8419,PRODUCTIVE,0
43023,8419,PRODUCTIVE,6
43007,8420,PRODUCTIVE,8
43116,8419,PRESENTIAL,0
43102,8420,PRESENTIAL,12
43104,8419,PRESENTIAL,1
43111,8419,PRODUCTIVE,20
43065,8419,PRODUCTIVE,2
43080,8419,PRODUCTIVE,40
43167,8419,PRODUCTIVE,3
42311,8428,PRODUCTIVE,11
43199,8420,PRESENTIAL,7
43128,8419,PRESENTIAL,2
43139,8419,PRODUCTIVE,0
43002,8419,PRODUCTIVE,9
42331,8426,PRESENTIAL,12
42335,8428,PRODUCTIVE,2
43056,8419,PRESENTIAL,7
43029,8419,PRODUCTIVE,1
42289,8426,PRESENTIAL,54
43132,8419,PRESENTIAL,11
43141,8420,PRESENTIAL,40
43214,8419,PRESENTIAL,1
43058,8420,PRESENTIAL,8
43061,8419,PRESENTIAL,9
43030,8419,PRODUCTIVE,2
43084,8419,PRODUCTIVE,9
43150,8419,PRODUCTIVE,3
43199,8420,PRODUCTIVE,16
43190,8419,PRESENTIAL,78
43202,8419,PRESENTIAL,1
43125,8410,PRODUCTIVE,3
42332,8426,PRESENTIAL,66
43050,8410,PRESENTIAL,3
43076,8419,PRODUCTIVE,0
43113,8419,PRESENTIAL,30
43011,8419,PRESENTIAL,3
43154,8419,PRESENTIAL,21
43230,8419,PRODUCTIVE,12
43188,8419,PRESENTIAL,14
43180,8419,PRODUCTIVE,2
43200,8419,PRESENTIAL,61
43133,8419,PRESENTIAL,1
43134,8419,PRODUCTIVE,1
43138,8419,PRESENTIAL,6
43115,8419,PRODUCTIVE,9
43109,8419,PRESENTIAL,2
43096,8410,PRODUCTIVE,7
43002,8419,PRESENTIAL,34
43066,8420,PRESENTIAL,2
43073,8419,PRESENTIAL,4
43070,8419,PRESENTIAL,7
42288,8412,PRODUCTIVE,11
42294,8426,PRODUCTIVE,12
42304,8428,PRESENTIAL,109
42315,8428,PRESENTIAL,4
43014,8410,PRESENTIAL,2
43026,8419,PRESENTIAL,6
43207,8410,PRESENTIAL,3
43099,8410,PRODUCTIVE,2
43111,8419,PRESENTIAL,21
43107,8419,PRESENTIAL,2
42327,8433,PRODUCTIVE,2
43037,8419,PRESENTIAL,5
43054,8419,PRODUCTIVE,5
43088,8410,PRESENTIAL,7
43082,8419,PRODUCTIVE,0
43074,8410,PRESENTIAL,31
42311,8428,PRESENTIAL,31
42299,8412,PRESENTIAL,124
43024,8420,PRODUCTIVE,7
43194,8419,PRODUCTIVE,5
43130,8420,PRODUCTIVE,11
43121,8410,PRESENTIAL,2
43137,8420,PRESENTIAL,284
43212,8420,PRESENTIAL,24
43224,8420,PRODUCTIVE,76
43170,8410,PRESENTIAL,5
42326,8433,PRODUCTIVE,10
42325,8426,PRODUCTIVE,5
43061,8419,PRODUCTIVE,5
43041,8419,PRODUCTIVE,74
43071,8419,PRESENTIAL,6
42305,8428,PRESENTIAL,207
42306,8428,PRESENTIAL,7
42296,8412,PRODUCTIVE,4
43009,8419,PRESENTIAL,1
43224,8420,PRESENTIAL,122
43215,8419,PRESENTIAL,3
43156,8419,PRODUCTIVE,0
43171,8419,PRESENTIAL,1
42333,8426,PRESENTIAL,7
42322,8428,PRESENTIAL,8
43097,8419,PRODUCTIVE,1
43044,8419,PRESENTIAL,3
43192,8419,PRODUCTIVE,8
43166,8420,PRESENTIAL,5
43154,8419,PRODUCTIVE,4
43158,8419,PRODUCTIVE,5
43076,8419,PRESENTIAL,1
43087,8420,PRESENTIAL,73
43211,8420,PRODUCTIVE,35
43207,8410,PRODUCTIVE,3
43123,8410,PRESENTIAL,9
42327,8433,PRESENTIAL,7
43023,8419,PRESENTIAL,4
43104,8419,PRODUCTIVE,2
43181,8419,PRODUCTIVE,8
43189,8419,PRODUCTIVE,12
43155,8419,PRESENTIAL,4
43231,8419,PRODUCTIVE,1
43127,8420,PRESENTIAL,5
43133,8419,PRODUCTIVE,3
43121,8410,PRODUCTIVE,4
43101,8419,PRODUCTIVE,0
43001,8410,PRESENTIAL,1
42339,8417,PRESENTIAL,2
43013,8419,PRODUCTIVE,3
43019,8419,PRODUCTIVE,1
43058,8420,PRODUCTIVE,16
42314,8426,PRESENTIAL,6
42303,8412,PRODUCTIVE,7
43226,8410,PRESENTIAL,1
43217,8419,PRODUCTIVE,7
43232,8419,PRODUCTIVE,8
43164,8419,PRODUCTIVE,4
43181,8419,PRESENTIAL,5
43184,8428,PRESENTIAL,40
42320,8428,PRODUCTIVE,9
43004,8419,PRODUCTIVE,7
43019,8419,PRESENTIAL,2
43145,8419,PRESENTIAL,2
43220,8419,PRODUCTIVE,2
43042,8419,PRODUCTIVE,10
43038,8410,PRESENTIAL,15
43044,8419,PRODUCTIVE,1
43194,8419,PRESENTIAL,10
42319,8412,PRODUCTIVE,4
43151,8419,PRODUCTIVE,1
43094,8419,PRODUCTIVE,0
43117,8410,PRESENTIAL,5
43105,8410,PRODUCTIVE,0
43091,8419,PRODUCTIVE,7
43016,8410,PRODUCTIVE,5
43118,8419,PRESENTIAL,14
42298,8412,PRODUCTIVE,7
42307,8428,PRODUCTIVE,5
43219,8419,PRODUCTIVE,0
43034,8420,PRODUCTIVE,4
43036,8419,PRESENTIAL,5
43051,8420,PRODUCTIVE,24
43178,8419,PRODUCTIVE,2
43190,8419,PRODUCTIVE,77
43193,8410,PRODUCTIVE,3
42331,8426,PRODUCTIVE,11
43117,8410,PRODUCTIVE,2
43027,8419,PRODUCTIVE,1
43129,8420,PRESENTIAL,2
42299,8412,PRODUCTIVE,94
42301,8412,PRODUCTIVE,5
43057,8419,PRESENTIAL,1
43160,8419,PRESENTIAL,2
43157,8419,PRODUCTIVE,260
43173,8419,PRODUCTIVE,3
43110,8410,PRESENTIAL,8
42324,8428,PRESENTIAL,12
43028,8420,PRESENTIAL,4
43143,8419,PRODUCTIVE,1
42293,8430,PRODUCTIVE,9
43103,8410,PRESENTIAL,3
43092,8420,PRESENTIAL,18
43095,8419,PRESENTIAL,4
43035,8419,PRESENTIAL,1
43036,8419,PRODUCTIVE,2
43014,8410,PRODUCTIVE,1
43177,8428,PRESENTIAL,57
43135,8419,PRODUCTIVE,16
43125,8410,PRESENTIAL,3
43077,8419,PRODUCTIVE,9
43212,8420,PRODUCTIVE,19
43223,8420,PRODUCTIVE,25
43216,8419,PRODUCTIVE,39
43102,8420,PRODUCTIVE,14
43018,8419,PRESENTIAL,26
43039,8419,PRODUCTIVE,12
43059,8419,PRESENTIAL,2
43047,8419,PRESENTIAL,2
43156,8419,PRESENTIAL,1
42336,8428,PRESENTIAL,10
42324,8428,PRODUCTIVE,6
42336,8428,PRODUCTIVE,5
43122,8419,PRESENTIAL,2
43130,8420,PRESENTIAL,28
43228,8419,PRODUCTIVE,0
43231,8419,PRESENTIAL,1
43084,8419,PRESENTIAL,30
43063,8419,PRESENTIAL,2
43057,8419,PRODUCTIVE,1
43197,8419,PRODUCTIVE,12
43186,8419,PRESENTIAL,10
43197,8419,PRESENTIAL,6
43185,8410,PRODUCTIVE,10
43021,8419,PRESENTIAL,19
43098,8419,PRODUCTIVE,2
43095,8419,PRODUCTIVE,1
43004,8419,PRESENTIAL,4
43137,8420,PRODUCTIVE,150
43136,8419,PRESENTIAL,5
43229,8419,PRESENTIAL,6
43075,8419,PRODUCTIVE,3
43177,8428,PRODUCTIVE,35
43055,8410,PRODUCTIVE,3
42296,8412,PRESENTIAL,6
43115,8419,PRESENTIAL,16
43097,8419,PRESENTIAL,2
43153,8428,PRODUCTIVE,23
43027,8419,PRESENTIAL,1
43031,8419,PRESENTIAL,3
42329,8433,PRODUCTIVE,2
43001,8410,PRODUCTIVE,4
43218,8419,PRODUCTIVE,16
43221,8419,PRESENTIAL,9
43073,8419,PRODUCTIVE,3
43063,8419,PRODUCTIVE,3
43043,8419,PRODUCTIVE,7
43056,8419,PRODUCTIVE,10
43040,8410,PRESENTIAL,317
43047,8419,PRODUCTIVE,2
43184,8428,PRODUCTIVE,29
43172,8420,PRESENTIAL,25
43169,8419,PRODUCTIVE,1
43163,8420,PRESENTIAL,26
43032,8419,PRODUCTIVE,22
43024,8420,PRESENTIAL,9
43021,8419,PRODUCTIVE,11
43143,8419,PRESENTIAL,2
43213,8420,PRODUCTIVE,41
43222,8419,PRODUCTIVE,4
43203,8420,PRODUCTIVE,2
42306,8428,PRODUCTIVE,5
43086,8419,PRODUCTIVE,1
43140,8419,PRESENTIAL,11
43220,8419,PRESENTIAL,2
43216,8419,PRESENTIAL,74
43152,8419,PRODUCTIVE,40
43178,8419,PRESENTIAL,3
43038,8410,PRODUCTIVE,7
43046,8419,PRESENTIAL,57
43075,8419,PRESENTIAL,1
42312,8428,PRODUCTIVE,14
42303,8412,PRESENTIAL,4
43141,8420,PRODUCTIVE,17
43144,8419,PRESENTIAL,6
43006,8419,PRESENTIAL,5
43010,8419,PRODUCTIVE,7
43008,8419,PRODUCTIVE,3
42330,8428,PRODUCTIVE,67
43219,8419,PRESENTIAL,2
43210,8419,PRESENTIAL,3
43228,8419,PRESENTIAL,4
43157,8419,PRESENTIAL,945
43165,8419,PRODUCTIVE,16
43052,8410,PRESENTIAL,8
43105,8410,PRESENTIAL,3
43192,8419,PRESENTIAL,1
43204,8420,PRODUCTIVE,4
42295,8417,PRESENTIAL,14
43067,8419,PRODUCTIVE,1
43065,8419,PRESENTIAL,2
43033,8410,PRODUCTIVE,8
42317,8426,PRODUCTIVE,2
43003,8419,PRODUCTIVE,12
43034,8420,PRESENTIAL,9
43150,8419,PRESENTIAL,13
43164,8419,PRESENTIAL,4
43151,8419,PRESENTIAL,7
43159,8420,PRESENTIAL,16
43147,8410,PRESENTIAL,7
43112,8419,PRESENTIAL,125
43013,8419,PRESENTIAL,6
43086,8419,PRESENTIAL,1
43089,8419,PRESENTIAL,61
43089,8419,PRODUCTIVE,20
43136,8419,PRODUCTIVE,1
