target_year,ZE2020,BE,FZ,GI,JZ,KZ,LZ,MN,OQ,RU,total
2025,5207,276.0,117.0,416.0,47.0,25.0,86.0,291.0,119.0,198.0,1575.0
2012,5208,43.0,49.0,117.0,7.0,11.0,10.0,39.0,24.0,41.0,341.0
2013,5208,33.0,46.0,111.0,7.0,23.0,13.0,46.0,40.0,54.0,373.0
2014,5208,20.0,41.0,116.0,10.0,10.0,11.0,47.0,42.0,40.0,337.0
2015,5208,33.0,43.0,112.0,10.0,16.0,25.0,52.0,34.0,37.0,362.0
2016,5208,31.0,30.0,124.0,5.0,15.0,26.0,53.0,25.0,41.0,350.0
2017,5208,22.0,25.0,157.0,6.0,12.0,21.0,73.0,38.0,41.0,395.0
2018,5208,35.0,40.0,150.0,6.0,11.0,23.0,52.0,37.0,26.0,380.0
2019,5208,66.0,56.0,137.0,9.0,12.0,16.0,67.0,32.0,50.0,445.0
2020,5208,48.0,52.0,165.0,9.0,14.0,29.0,47.0,32.0,45.0,441.0
2021,5208,74.0,51.0,159.0,9.0,23.0,40.0,79.0,43.0,63.0,541.0
2022,5208,103.0,48.0,169.0,15.0,17.0,28.0,114.0,55.0,80.0,629.0
2023,5208,120.0,40.0,150.0,15.0,31.0,18.0,124.0,47.0,83.0,628.0
2024,5208,140.0,51.0,171.0,18.0,25.0,34.0,102.0,30.0,91.0,662.0
2025,5208,139.0,58.0,144.0,22.0,18.0,32.0,127.0,47.0,75.0,662.0
2012,5209,27.0,35.0,107.0,4.0,12.0,17.0,38.0,29.0,36.0,305.0
2013,5209,20.0,50.0,142.0,8.0,7.0,11.0,44.0,34.0,39.0,355.0
2014,5209,26.0,40.0,123.0,12.0,11.0,17.0,41.0,36.0,41.0,347.0
2015,5209,33.0,32.0,118.0,8.0,8.0,8.0,52.0,24.0,29.0,312.0
2016,5209,19.0,31.0,103.0,5.0,10.0,20.0,50.0,38.0,48.0,324.0
2017,5209,34.0,26.0,136.0,5.0,18.0,11.0,65.0,40.0,34.0,369.0
2018,5209,22.0,38.0,114.0,8.0,19.0,23.0,58.0,38.0,39.0,359.0
2019,5209,45.0,29.0,125.0,10.0,12.0,17.0,65.0,43.0,54.0,400.0
2020,5209,51.0,38.0,132.0,12.0,13.0,16.0,88.0,40.0,53.0,443.0
2021,5209,81.0,43.0,159.0,14.0,25.0,38.0,90.0,37.0,70.0,557.0
2022,5209,94.0,51.0,137.0,19.0,22.0,29.0,123.0,46.0,88.0,609.0
2023,5209,110.0,52.0,156.0,20.0,18.0,25.0,129.0,42.0,68.0,620.0
2024,5209,134.0,51.0,161.0,22.0,18.0,34.0,141.0,40.0,86.0,687.0
2025,5209,115.0,40.0,160.0,23.0,23.0,18.0,117.0,45.0,85.0,626.0
2012,5210,128.0,159.0,331.0,35.0,36.0,52.0,217.0,133.0,149.0,1240.0
2013,5210,100.0,131.0,352.0,34.0,53.0,58.0,222.0,139.0,115.0,1204.0
2014,5210,89.0,140.0,365.0,37.0,60.0,42.0,217.0,124.0,141.0,1215.0
2015,5210,97.0,103.0,367.0,32.0,54.0,53.0,208.0,165.0,133.0,1212.0
2016,5210,102.0,108.0,379.0,37.0,68.0,66.0,234.0,142.0,131.0,1267.0
2017,5210,123.0,126.0,426.0,38.0,59.0,79.0,270.0,174.0,147.0,1442.0
2018,5210,129.0,133.0,449.0,31.0,64.0,91.0,262.0,150.0,178.0,1487.0
2019,5210,161.0,156.0,552.0,50.0,70.0,118.0,297.0,181.0,262.0,1847.0
2020,5210,181.0,170.0,569.0,58.0,60.0,130.0,345.0,170.0,219.0,1902.0
2021,5210,271.0,190.0,695.0,69.0,80.0,162.0,388.0,203.0,224.0,2282.0
2022,5210,314.0,212.0,479.0,98.0,77.0,156.0,496.0,254.0,338.0,2424.0
2023,5210,320.0,158.0,448.0,96.0,93.0,120.0,489.0,227.0,301.0,2252.0
2024,5210,282.0,192.0,541.0,109.0,85.0,133.0,507.0,211.0,325.0,2385.0
2025,5210,283.0,177.0,646.0,129.0,85.0,169.0,580.0,237.0,324.0,2630.0
2012,5211,88.0,113.0,280.0,44.0,35.0,55.0,212.0,113.0,109.0,1049.0
2013,5211,76.0,97.0,273.0,39.0,43.0,44.0,216.0,140.0,98.0,1026.0
2014,5211,75.0,102.0,322.0,32.0,44.0,33.0,275.0,138.0,123.0,1144.0
2015,5211,85.0,90.0,364.0,44.0,62.0,41.0,186.0,107.0,95.0,1074.0
2016,5211,71.0,89.0,339.0,36.0,47.0,33.0,239.0,141.0,92.0,1087.0
2017,5211,65.0,78.0,404.0,35.0,60.0,42.0,310.0,137.0,124.0,1255.0
2018,5211,76.0,83.0,450.0,42.0,73.0,49.0,325.0,121.0,119.0,1338.0
2019,5211,99.0,109.0,518.0,62.0,72.0,51.0,307.0,139.0,131.0,1488.0
2020,5211,104.0,100.0,705.0,50.0,58.0,78.0,531.0,140.0,149.0,1915.0
2021,5211,166.0,128.0,717.0,91.0,76.0,98.0,451.0,143.0,187.0,2057.0
2022,5211,172.0,157.0,527.0,78.0,98.0,99.0,872.0,185.0,207.0,2395.0
2023,5211,217.0,128.0,499.0,93.0,102.0,77.0,569.0,196.0,202.0,2083.0
2024,5211,250.0,107.0,570.0,102.0,99.0,81.0,524.0,214.0,221.0,2168.0
2025,5211,236.0,100.0,673.0,104.0,80.0,93.0,514.0,190.0,235.0,2225.0
2012,5212,141.0,288.0,655.0,91.0,74.0,70.0,400.0,216.0,275.0,2210.0
2013,5212,119.0,264.0,741.0,81.0,96.0,74.0,376.0,318.0,249.0,2318.0
2014,5212,129.0,239.0,708.0,84.0,104.0,59.0,406.0,283.0,258.0,2270.0
2015,5212,129.0,202.0,763.0,84.0,118.0,104.0,408.0,283.0,252.0,2343.0
2016,5212,109.0,214.0,702.0,65.0,107.0,92.0,347.0,333.0,234.0,2203.0
2017,5212,132.0,205.0,832.0,82.0,137.0,131.0,461.0,302.0,261.0,2543.0
2018,5212,150.0,208.0,975.0,90.0,109.0,124.0,500.0,333.0,310.0,2799.0
2019,5212,243.0,263.0,1003.0,95.0,118.0,166.0,591.0,361.0,362.0,3202.0
2020,5212,208.0,278.0,1310.0,125.0,128.0,198.0,565.0,322.0,330.0,3464.0
2021,5212,304.0,359.0,1537.0,170.0,122.0,243.0,728.0,409.0,399.0,4271.0
2022,5212,377.0,339.0,1256.0,188.0,145.0,214.0,901.0,416.0,573.0,4409.0
2023,5212,436.0,268.0,1271.0,213.0,183.0,182.0,942.0,403.0,501.0,4399.0
2024,5212,487.0,326.0,1412.0,249.0,166.0,266.0,1040.0,464.0,539.0,4949.0
2025,5212,438.0,252.0,1484.0,242.0,130.0,265.0,1044.0,425.0,538.0,4818.0
2012,5213,82.0,77.0,224.0,20.0,49.0,37.0,131.0,93.0,93.0,806.0
2013,5213,72.0,83.0,219.0,29.0,37.0,41.0,126.0,79.0,96.0,782.0
2014,5213,72.0,78.0,236.0,16.0,36.0,29.0,136.0,80.0,95.0,778.0
2015,5213,95.0,70.0,266.0,19.0,41.0,35.0,124.0,104.0,80.0,834.0
2016,5213,100.0,66.0,287.0,26.0,53.0,60.0,153.0,113.0,89.0,947.0
2017,5213,97.0,69.0,303.0,27.0,45.0,61.0,148.0,112.0,79.0,941.0
2018,5213,98.0,93.0,348.0,27.0,55.0,51.0,166.0,88.0,81.0,1007.0
2019,5213,119.0,85.0,369.0,31.0,45.0,92.0,214.0,125.0,107.0,1187.0
2020,5213,158.0,125.0,346.0,40.0,60.0,86.0,225.0,101.0,137.0,1278.0
2021,5213,182.0,126.0,398.0,64.0,65.0,107.0,284.0,115.0,181.0,1522.0
2022,5213,250.0,105.0,320.0,76.0,78.0,105.0,341.0,143.0,192.0,1610.0
2023,5213,255.0,88.0,341.0,67.0,91.0,89.0,320.0,145.0,204.0,1600.0
2024,5213,283.0,117.0,346.0,52.0,90.0,88.0,355.0,137.0,200.0,1668.0
2025,5213,243.0,92.0,408.0,82.0,61.0,103.0,422.0,132.0,190.0,1733.0
2012,5214,59.0,102.0,243.0,19.0,26.0,53.0,143.0,89.0,103.0,837.0
2013,5214,36.0,96.0,243.0,20.0,36.0,45.0,120.0,89.0,70.0,755.0
2014,5214,37.0,92.0,256.0,21.0,27.0,32.0,160.0,81.0,103.0,809.0
2015,5214,48.0,97.0,255.0,19.0,37.0,34.0,114.0,102.0,80.0,786.0
2016,5214,63.0,86.0,259.0,19.0,38.0,53.0,128.0,108.0,73.0,827.0
2017,5214,55.0,93.0,328.0,20.0,28.0,82.0,143.0,106.0,95.0,950.0
2018,5214,68.0,84.0,269.0,27.0,32.0,71.0,171.0,89.0,98.0,909.0
2019,5214,79.0,98.0,338.0,26.0,49.0,109.0,230.0,120.0,150.0,1199.0
2020,5214,93.0,109.0,273.0,38.0,40.0,108.0,230.0,93.0,111.0,1095.0
2021,5214,120.0,116.0,326.0,48.0,55.0,119.0,303.0,120.0,161.0,1368.0
2022,5214,123.0,108.0,284.0,48.0,67.0,162.0,340.0,126.0,200.0,1458.0
2023,5214,124.0,119.0,295.0,42.0,59.0,107.0,354.0,147.0,170.0,1417.0
2024,5214,148.0,113.0,334.0,44.0,58.0,117.0,340.0,141.0,182.0,1477.0
2025,5214,130.0,102.0,355.0,62.0,51.0,142.0,375.0,132.0,170.0,1519.0
2012,5215,39.0,62.0,127.0,13.0,11.0,25.0,71.0,43.0,45.0,436.0
2013,5215,32.0,70.0,135.0,11.0,19.0,14.0,55.0,44.0,43.0,423.0
2014,5215,37.0,48.0,139.0,7.0,14.0,10.0,61.0,55.0,51.0,422.0
2015,5215,39.0,31.0,129.0,7.0,22.0,17.0,58.0,39.0,34.0,376.0
2016,5215,38.0,30.0,168.0,4.0,18.0,18.0,48.0,44.0,48.0,416.0
2017,5215,35.0,39.0,148.0,7.0,27.0,12.0,75.0,39.0,52.0,434.0
2018,5215,36.0,34.0,178.0,10.0,22.0,15.0,80.0,53.0,32.0,460.0
2019,5215,50.0,51.0,194.0,17.0,15.0,14.0,127.0,61.0,71.0,600.0
2020,5215,51.0,61.0,254.0,13.0,24.0,20.0,80.0,54.0,58.0,615.0
2021,5215,89.0,72.0,210.0,15.0,28.0,42.0,136.0,62.0,78.0,732.0
2022,5215,115.0,39.0,155.0,21.0,20.0,27.0,126.0,62.0,92.0,657.0
2023,5215,148.0,48.0,158.0,24.0,28.0,32.0,122.0,64.0,104.0,728.0
2024,5215,179.0,39.0,200.0,32.0,44.0,37.0,140.0,50.0,97.0,818.0
2025,5215,173.0,57.0,193.0,33.0,33.0,36.0,165.0,52.0,95.0,837.0
2012,5216,472.0,1010.0,1761.0,501.0,364.0,396.0,2048.0,1165.0,923.0,8640.0
2013,5216,437.0,1010.0,1833.0,526.0,344.0,399.0,1769.0,1190.0,834.0,8342.0
2014,5216,591.0,946.0,2125.0,524.0,370.0,328.0,2070.0,1213.0,1024.0,9191.0
2015,5216,492.0,756.0,2095.0,533.0,426.0,415.0,2101.0,1377.0,920.0,9115.0
2016,5216,405.0,888.0,2589.0,532.0,438.0,480.0,2129.0,1430.0,953.0,9844.0
2017,5216,416.0,822.0,2977.0,586.0,464.0,595.0,2535.0,1448.0,1019.0,10862.0
2018,5216,475.0,890.0,3127.0,637.0,463.0,691.0,2654.0,1487.0,1192.0,11616.0
2019,5216,624.0,1098.0,3399.0,883.0,497.0,800.0,3461.0,1749.0,1481.0,13992.0
2020,5216,703.0,1084.0,3675.0,920.0,502.0,836.0,3471.0,1554.0,1362.0,14107.0
2021,5216,944.0,1369.0,4532.0,1112.0,619.0,999.0,4148.0,1785.0,1784.0,17292.0
2022,5216,960.0,1309.0,3118.0,1205.0,631.0,891.0,4478.0,1890.0,2157.0,16639.0
2023,5216,949.0,1184.0,3198.0,1142.0,722.0,650.0,4220.0,1907.0,2006.0,15978.0
2024,5216,1083.0,1195.0,3594.0,1269.0,642.0,807.0,4272.0,1855.0,2065.0,16782.0
2025,5216,1145.0,1059.0,3777.0,1320.0,505.0,878.0,4664.0,1874.0,2116.0,17338.0
2012,5217,48.0,110.0,179.0,13.0,21.0,42.0,115.0,52.0,107.0,687.0
2013,5217,34.0,78.0,174.0,14.0,23.0,22.0,121.0,63.0,81.0,610.0
2014,5217,51.0,62.0,189.0,20.0,24.0,31.0,106.0,69.0,71.0,623.0
2015,5217,50.0,62.0,196.0,17.0,30.0,32.0,95.0,65.0,84.0,631.0
2016,5217,31.0,70.0,221.0,16.0,22.0,25.0,103.0,79.0,74.0,641.0
2017,5217,60.0,59.0,197.0,7.0,27.0,48.0,115.0,75.0,88.0,676.0
2018,5217,40.0,72.0,228.0,25.0,25.0,55.0,117.0,91.0,78.0,731.0
2019,5217,78.0,84.0,233.0,27.0,34.0,65.0,178.0,105.0,116.0,920.0
2020,5217,106.0,84.0,280.0,24.0,28.0,77.0,190.0,113.0,128.0,1030.0
2021,5217,102.0,119.0,288.0,30.0,39.0,103.0,219.0,101.0,141.0,1142.0
2022,5217,123.0,94.0,238.0,37.0,39.0,77.0,271.0,99.0,165.0,1143.0
2023,5217,107.0,58.0,248.0,36.0,32.0,55.0,284.0,116.0,155.0,1091.0
2024,5217,151.0,87.0,258.0,44.0,34.0,62.0,297.0,118.0,160.0,1211.0
2025,5217,127.0,94.0,262.0,48.0,47.0,71.0,307.0,88.0,179.0,1223.0
2012,5218,32.0,42.0,85.0,5.0,7.0,15.0,38.0,28.0,29.0,281.0
2013,5218,29.0,35.0,90.0,6.0,9.0,17.0,41.0,30.0,26.0,283.0
2014,5218,24.0,31.0,93.0,5.0,13.0,9.0,37.0,21.0,40.0,273.0
2015,5218,34.0,27.0,91.0,6.0,16.0,16.0,37.0,22.0,26.0,275.0
2016,5218,22.0,30.0,95.0,0.0,9.0,17.0,43.0,34.0,22.0,272.0
2017,5218,20.0,20.0,134.0,4.0,9.0,15.0,46.0,20.0,29.0,297.0
2018,5218,29.0,35.0,140.0,4.0,14.0,18.0,60.0,25.0,33.0,358.0
2019,5218,34.0,37.0,163.0,7.0,5.0,10.0,44.0,38.0,44.0,382.0
2020,5218,41.0,24.0,141.0,10.0,13.0,15.0,62.0,29.0,41.0,376.0
2021,5218,53.0,42.0,143.0,12.0,27.0,25.0,60.0,35.0,44.0,441.0
2022,5218,69.0,42.0,136.0,13.0,9.0,28.0,90.0,38.0,77.0,502.0
2023,5218,131.0,33.0,130.0,20.0,23.0,19.0,94.0,49.0,60.0,559.0
2024,5218,121.0,40.0,137.0,24.0,23.0,21.0,85.0,38.0,68.0,557.0
2025,5218,94.0,26.0,156.0,18.0,8.0,28.0,110.0,51.0,62.0,553.0
2012,5219,141.0,299.0,534.0,48.0,50.0,97.0,345.0,240.0,219.0,1973.0
2013,5219,122.0,222.0,571.0,50.0,48.0,63.0,354.0,226.0,164.0,1820.0
2014,5219,137.0,198.0,648.0,53.0,66.0,60.0,373.0,255.0,196.0,1986.0
2015,5219,146.0,165.0,583.0,55.0,60.0,85.0,335.0,275.0,189.0,1893.0
2016,5219,154.0,159.0,689.0,58.0,72.0,73.0,349.0,252.0,216.0,2022.0
2017,5219,142.0,200.0,724.0,50.0,83.0,83.0,357.0,336.0,193.0,2168.0
2018,5219,150.0,213.0,707.0,52.0,78.0,170.0,409.0,280.0,236.0,2295.0
2019,5219,184.0,220.0,683.0,83.0,91.0,203.0,513.0,314.0,314.0,2605.0
2020,5219,215.0,275.0,797.0,84.0,100.0,204.0,553.0,307.0,292.0,2827.0
2021,5219,303.0,337.0,1026.0,117.0,132.0,237.0,736.0,301.0,411.0,3600.0
2022,5219,298.0,321.0,753.0,144.0,130.0,284.0,788.0,350.0,482.0,3550.0
2023,5219,351.0,258.0,806.0,138.0,141.0,174.0,793.0,330.0,413.0,3404.0
2024,5219,370.0,264.0,858.0,148.0,155.0,242.0,847.0,347.0,489.0,3720.0
2025,5219,333.0,287.0,879.0,157.0,91.0,273.0,904.0,343.0,494.0,3761.0
2012,5220,44.0,89.0,197.0,22.0,14.0,31.0,91.0,66.0,84.0,638.0
2013,5220,62.0,78.0,247.0,6.0,23.0,28.0,77.0,46.0,71.0,638.0
2014,5220,43.0,58.0,234.0,20.0,23.0,23.0,106.0,85.0,77.0,669.0
2015,5220,54.0,55.0,226.0,6.0,32.0,25.0,86.0,70.0,82.0,636.0
2016,5220,48.0,58.0,221.0,11.0,23.0,23.0,95.0,67.0,65.0,611.0
2017,5220,43.0,66.0,232.0,13.0,29.0,30.0,109.0,111.0,77.0,710.0
2018,5220,68.0,54.0,221.0,13.0,16.0,28.0,106.0,78.0,81.0,665.0
2019,5220,83.0,59.0,284.0,18.0,29.0,32.0,141.0,91.0,104.0,841.0
2020,5220,78.0,67.0,333.0,26.0,21.0,37.0,146.0,76.0,93.0,877.0
2021,5220,100.0,83.0,364.0,34.0,28.0,41.0,173.0,107.0,116.0,1046.0
2022,5220,129.0,84.0,278.0,36.0,43.0,36.0,202.0,108.0,144.0,1060.0
2023,5220,141.0,62.0,271.0,33.0,49.0,47.0,185.0,108.0,123.0,1019.0
2024,5220,180.0,81.0,313.0,42.0,49.0,62.0,243.0,81.0,146.0,1197.0
2025,5220,161.0,83.0,353.0,31.0,30.0,74.0,249.0,84.0,157.0,1222.0
2012,5221,22.0,53.0,83.0,7.0,7.0,15.0,51.0,33.0,26.0,297.0
2013,5221,42.0,46.0,85.0,11.0,16.0,18.0,55.0,36.0,33.0,342.0
2014,5221,27.0,27.0,101.0,10.0,9.0,13.0,46.0,38.0,43.0,314.0
2015,5221,34.0,37.0,88.0,5.0,11.0,19.0,33.0,36.0,26.0,289.0
2016,5221,31.0,29.0,96.0,5.0,17.0,15.0,32.0,34.0,30.0,289.0
2017,5221,30.0,35.0,124.0,4.0,18.0,21.0,53.0,39.0,33.0,357.0
2018,5221,41.0,36.0,126.0,13.0,13.0,16.0,52.0,34.0,46.0,377.0
2019,5221,37.0,43.0,146.0,10.0,12.0,20.0,71.0,37.0,56.0,432.0
2020,5221,67.0,40.0,142.0,12.0,17.0,22.0,74.0,47.0,71.0,492.0
2021,5221,76.0,42.0,150.0,11.0,18.0,36.0,88.0,37.0,62.0,520.0
2022,5221,89.0,49.0,103.0,17.0,15.0,29.0,115.0,65.0,74.0,556.0
2023,5221,91.0,46.0,128.0,13.0,23.0,26.0,105.0,34.0,72.0,538.0
2024,5221,121.0,57.0,149.0,15.0,22.0,30.0,133.0,51.0,68.0,646.0
2025,5221,106.0,40.0,175.0,14.0,23.0,34.0,138.0,46.0,82.0,658.0
2012,5301,67.0,106.0,245.0,19.0,28.0,60.0,133.0,125.0,113.0,896.0
2013,5301,74.0,91.0,268.0,24.0,19.0,37.0,139.0,117.0,121.0,890.0
2014,5301,71.0,83.0,259.0,25.0,41.0,38.0,136.0,122.0,101.0,876.0
2015,5301,41.0,91.0,273.0,19.0,41.0,45.0,150.0,129.0,104.0,893.0
2016,5301,83.0,86.0,251.0,21.0,26.0,42.0,169.0,113.0,99.0,890.0
2017,5301,60.0,94.0,261.0,32.0,25.0,55.0,169.0,95.0,106.0,897.0
2018,5301,74.0,106.0,280.0,27.0,34.0,76.0,201.0,141.0,149.0,1088.0
2019,5301,91.0,105.0,283.0,42.0,46.0,61.0,224.0,143.0,149.0,1144.0
2020,5301,79.0,105.0,296.0,36.0,42.0,97.0,253.0,109.0,128.0,1145.0
2021,5301,111.0,126.0,332.0,60.0,66.0,80.0,342.0,159.0,198.0,1474.0
2022,5301,134.0,127.0,285.0,57.0,57.0,109.0,367.0,148.0,222.0,1506.0
2023,5301,126.0,103.0,302.0,56.0,88.0,81.0,370.0,152.0,174.0,1452.0
2024,5301,160.0,132.0,294.0,67.0,74.0,123.0,355.0,178.0,162.0,1545.0
2025,5301,155.0,125.0,324.0,60.0,40.0,124.0,430.0,164.0,216.0,1638.0
2012,5302,180.0,338.0,629.0,105.0,78.0,90.0,486.0,443.0,310.0,2659.0
2013,5302,152.0,318.0,644.0,98.0,75.0,61.0,432.0,471.0,297.0,2548.0
2014,5302,139.0,330.0,656.0,97.0,99.0,74.0,463.0,472.0,284.0,2614.0
2015,5302,119.0,274.0,718.0,80.0,102.0,78.0,478.0,458.0,305.0,2612.0
2016,5302,154.0,264.0,700.0,104.0,104.0,75.0,438.0,472.0,289.0,2600.0
2017,5302,143.0,262.0,723.0,107.0,111.0,105.0,478.0,471.0,316.0,2716.0
2018,5302,136.0,257.0,1017.0,139.0,113.0,112.0,523.0,484.0,320.0,3101.0
2019,5302,211.0,353.0,951.0,139.0,117.0,172.0,676.0,532.0,391.0,3542.0
2020,5302,243.0,324.0,1085.0,158.0,143.0,195.0,716.0,464.0,344.0,3672.0
2021,5302,306.0,385.0,1413.0,199.0,148.0,248.0,887.0,573.0,493.0,4652.0
2022,5302,290.0,379.0,1009.0,225.0,161.0,254.0,1010.0,623.0,597.0,4548.0
2023,5302,378.0,309.0,1031.0,286.0,195.0,237.0,985.0,596.0,558.0,4575.0
2024,5302,456.0,368.0,1138.0,275.0,186.0,283.0,1081.0,648.0,640.0,5075.0
2025,5302,437.0,367.0,1284.0,266.0,179.0,344.0,1186.0,640.0,620.0,5323.0
2012,5303,62.0,63.0,173.0,13.0,19.0,17.0,52.0,87.0,99.0,585.0
2013,5303,41.0,63.0,154.0,3.0,11.0,12.0,63.0,62.0,50.0,459.0
2014,5303,51.0,68.0,149.0,8.0,14.0,21.0,68.0,77.0,61.0,517.0
2015,5303,52.0,48.0,198.0,12.0,14.0,12.0,74.0,63.0,60.0,533.0
2016,5303,63.0,57.0,177.0,14.0,15.0,16.0,76.0,56.0,45.0,519.0
2017,5303,34.0,43.0,148.0,11.0,14.0,19.0,87.0,66.0,56.0,478.0
2018,5303,58.0,54.0,210.0,11.0,18.0,16.0,119.0,78.0,71.0,635.0
2019,5303,70.0,54.0,215.0,24.0,15.0,28.0,132.0,67.0,107.0,712.0
2020,5303,78.0,61.0,189.0,21.0,11.0,24.0,103.0,74.0,95.0,656.0
2021,5303,101.0,82.0,249.0,21.0,13.0,31.0,120.0,59.0,113.0,789.0
2022,5303,154.0,57.0,209.0,32.0,17.0,34.0,147.0,71.0,124.0,845.0
2023,5303,165.0,76.0,205.0,26.0,25.0,32.0,160.0,77.0,122.0,888.0
2024,5303,198.0,65.0,236.0,29.0,19.0,43.0,159.0,78.0,129.0,956.0
2025,5303,225.0,78.0,187.0,35.0,20.0,36.0,175.0,80.0,128.0,964.0
2012,5304,63.0,101.0,189.0,24.0,28.0,26.0,113.0,71.0,100.0,715.0
2013,5304,38.0,95.0,226.0,16.0,27.0,32.0,131.0,87.0,63.0,715.0
2014,5304,60.0,87.0,211.0,28.0,16.0,20.0,112.0,89.0,88.0,711.0
2015,5304,56.0,79.0,227.0,15.0,52.0,29.0,117.0,91.0,79.0,745.0
2016,5304,54.0,82.0,230.0,22.0,44.0,28.0,120.0,72.0,71.0,723.0
2017,5304,43.0,70.0,225.0,12.0,32.0,33.0,102.0,82.0,85.0,684.0
2018,5304,48.0,87.0,237.0,22.0,35.0,33.0,138.0,93.0,106.0,799.0
2019,5304,71.0,99.0,256.0,30.0,41.0,25.0,156.0,82.0,125.0,885.0
2020,5304,64.0,80.0,304.0,21.0,46.0,45.0,138.0,100.0,103.0,901.0
2021,5304,106.0,111.0,324.0,40.0,67.0,63.0,227.0,122.0,145.0,1205.0
2022,5304,135.0,121.0,286.0,34.0,53.0,64.0,283.0,123.0,203.0,1302.0
2023,5304,150.0,100.0,282.0,51.0,66.0,66.0,286.0,117.0,201.0,1319.0
2024,5304,175.0,131.0,329.0,50.0,67.0,75.0,265.0,130.0,194.0,1416.0
2025,5304,162.0,103.0,321.0,56.0,53.0,83.0,317.0,148.0,201.0,1444.0
2012,5305,23.0,48.0,104.0,10.0,12.0,18.0,67.0,39.0,47.0,368.0
2013,5305,38.0,45.0,141.0,14.0,16.0,18.0,72.0,51.0,32.0,427.0
2014,5305,21.0,61.0,147.0,18.0,19.0,24.0,63.0,50.0,59.0,462.0
2015,5305,34.0,45.0,127.0,7.0,17.0,15.0,67.0,59.0,49.0,420.0
2016,5305,36.0,49.0,149.0,6.0,28.0,11.0,63.0,68.0,56.0,466.0
2017,5305,34.0,31.0,161.0,17.0,22.0,20.0,75.0,61.0,37.0,458.0
2018,5305,34.0,40.0,141.0,15.0,22.0,17.0,76.0,51.0,50.0,446.0
2019,5305,51.0,41.0,157.0,26.0,22.0,35.0,92.0,59.0,79.0,562.0
2020,5305,63.0,56.0,184.0,25.0,24.0,39.0,116.0,58.0,71.0,636.0
2021,5305,77.0,71.0,293.0,32.0,37.0,39.0,136.0,75.0,95.0,855.0
2022,5305,99.0,73.0,215.0,33.0,38.0,47.0,153.0,67.0,119.0,844.0
2023,5305,110.0,66.0,186.0,36.0,46.0,36.0,177.0,70.0,113.0,840.0
2024,5305,141.0,58.0,234.0,51.0,37.0,32.0,171.0,68.0,90.0,882.0
2025,5305,155.0,67.0,267.0,31.0,40.0,48.0,176.0,75.0,134.0,993.0
2012,5306,35.0,55.0,97.0,7.0,10.0,12.0,51.0,45.0,46.0,358.0
2013,5306,15.0,43.0,99.0,4.0,9.0,7.0,38.0,45.0,44.0,304.0
2014,5306,38.0,53.0,115.0,7.0,14.0,7.0,64.0,36.0,38.0,372.0
2015,5306,26.0,33.0,126.0,5.0,8.0,8.0,38.0,37.0,39.0,320.0
2016,5306,22.0,43.0,109.0,12.0,14.0,10.0,53.0,46.0,26.0,335.0
2017,5306,24.0,42.0,144.0,7.0,13.0,10.0,54.0,41.0,36.0,371.0
2018,5306,19.0,32.0,156.0,10.0,11.0,14.0,59.0,43.0,45.0,389.0
2019,5306,32.0,37.0,138.0,12.0,9.0,14.0,66.0,42.0,58.0,408.0
2020,5306,27.0,29.0,153.0,9.0,12.0,21.0,50.0,40.0,52.0,393.0
2021,5306,56.0,52.0,170.0,20.0,25.0,23.0,89.0,52.0,69.0,556.0
2022,5306,81.0,67.0,169.0,17.0,21.0,43.0,114.0,50.0,82.0,644.0
2023,5306,89.0,54.0,164.0,20.0,22.0,24.0,124.0,47.0,88.0,632.0
2024,5306,117.0,67.0,191.0,25.0,28.0,42.0,125.0,51.0,77.0,723.0
2025,5306,104.0,61.0,180.0,33.0,20.0,43.0,141.0,45.0,90.0,717.0
2012,5307,31.0,48.0,132.0,10.0,20.0,26.0,92.0,48.0,59.0,466.0
2013,5307,41.0,40.0,139.0,10.0,19.0,14.0,61.0,37.0,50.0,411.0
2014,5307,25.0,42.0,151.0,8.0,26.0,7.0,76.0,33.0,55.0,423.0
2015,5307,30.0,54.0,141.0,13.0,24.0,11.0,69.0,62.0,58.0,462.0
2016,5307,36.0,41.0,125.0,8.0,34.0,14.0,89.0,44.0,42.0,433.0
2017,5307,42.0,44.0,160.0,5.0,28.0,24.0,80.0,44.0,53.0,480.0
2018,5307,36.0,42.0,204.0,15.0,34.0,14.0,89.0,55.0,45.0,534.0
2019,5307,47.0,57.0,184.0,11.0,30.0,15.0,113.0,64.0,83.0,604.0
2020,5307,44.0,36.0,178.0,20.0,31.0,30.0,112.0,68.0,76.0,595.0
2021,5307,70.0,67.0,236.0,20.0,51.0,36.0,179.0,65.0,100.0,824.0
2022,5307,95.0,65.0,171.0,16.0,35.0,45.0,160.0,66.0,102.0,755.0
2023,5307,111.0,69.0,167.0,22.0,43.0,38.0,180.0,78.0,100.0,808.0
2024,5307,170.0,74.0,198.0,26.0,44.0,53.0,202.0,71.0,126.0,964.0
2025,5307,119.0,59.0,210.0,34.0,36.0,50.0,223.0,72.0,119.0,922.0
2012,5308,62.0,110.0,214.0,33.0,28.0,22.0,130.0,111.0,107.0,817.0
2013,5308,46.0,89.0,202.0,30.0,28.0,22.0,120.0,117.0,118.0,772.0
2014,5308,63.0,89.0,248.0,33.0,22.0,22.0,136.0,128.0,118.0,859.0
