target_year,ZE2020,node_idx,libze2020,flores_total_establishments_t_minus_1,flores_etab_az_t_minus_1,flores_etab_de_t_minus_1,flores_etab_c1_t_minus_1,flores_etab_c2_t_minus_1,flores_etab_c3_t_minus_1,flores_etab_c4_t_minus_1,flores_etab_c5_t_minus_1,flores_etab_fz_t_minus_1,flores_etab_gz_t_minus_1,flores_etab_hz_t_minus_1,flores_etab_iz_t_minus_1,flores_etab_jz_t_minus_1,flores_etab_kz_t_minus_1,flores_etab_lz_t_minus_1,flores_etab_mn_t_minus_1,flores_etab_oq_t_minus_1,flores_etab_ru_t_minus_1,flores_total_salaried_jobs_t_minus_1,flores_herfindahl_t_minus_1,flores_dominant_sector_weight_t_minus_1,flores_growth_etab_1y_t_minus_1,side_stock_total_t_minus_1,side_stock_be_t_minus_1,side_stock_fz_t_minus_1,side_stock_gi_t_minus_1,side_stock_jz_t_minus_1,side_stock_kz_t_minus_1,side_stock_lz_t_minus_1,side_stock_mn_t_minus_1,side_stock_oq_t_minus_1,side_stock_ru_t_minus_1,side_stock_growth_1y_t_minus_1,urssaf_employer_establishments_t_minus_1,urssaf_salaried_employees_t_minus_1,urssaf_payroll_t_minus_1,urssaf_employer_growth_1y_t_minus_1,urssaf_wage_per_employee_t_minus_1,has_flores_source,has_side_stock_source,has_urssaf_source,feature_forecast_safe,side_enterprise_creations_official,side_establishment_creations_official,communes_count,side_lag_1,side_lag_2,side_lag_3,growth_1y,growth_2y,is_covid_year,is_post_covid_rebound,fr_climat_affaires_t_minus_1,fr_climat_emploi_t_minus_1,fr_bdf_conj_services_climate_t_minus_1,fr_bdf_gstix_comp_t_minus_1
2018,5315,165,Rennes,20985.0,724.0,142.0,456.0,0.0,84.0,21.0,542.0,1950.0,3997.0,540.0,1596.0,689.0,1093.0,403.0,3595.0,2637.0,2516.0,310964.0,0.1174254935151439,0.1904693828925422,,47415.0,2761.0,4502.0,10631.0,1797.0,3831.0,3334.0,8803.0,7914.0,3842.0,0.0337497547256198,17934.0,218634.0,6259465734.0,0.0106508875739645,28629.88251598562,1,1,1,1,6921,7731,160,6806.0,6103.0,5540.0,0.1359094916250367,0.2667540553825986,0,0,94.47500000000001,94.47500000000001,93.48166666666667,-0.14577666666666667
2019,5315,165,Rennes,21240.0,764.0,145.0,448.0,0.0,83.0,27.0,538.0,1972.0,4009.0,553.0,1642.0,682.0,1117.0,416.0,3709.0,2615.0,2520.0,309971.0,0.1172513663237114,0.1887476459510357,0.0121515368120086,50360.0,2926.0,4662.0,11204.0,1936.0,4001.0,3398.0,9667.0,8406.0,4160.0,0.0621111462617314,18139.0,224463.0,6539636671.0,0.0114308018289281,29134.586417360544,1,1,1,1,7910,8813,160,7731.0,6806.0,6103.0,0.1399560212132971,0.2948868645312958,0,0,97.90833333333335,99.55,96.01916666666666,0.3071808333333334
2020,5315,165,Rennes,22081.0,794.0,146.0,450.0,0.0,84.0,26.0,542.0,2084.0,4154.0,576.0,1710.0,769.0,1175.0,444.0,3865.0,2669.0,2593.0,318643.0,0.1168342749881488,0.1881255377926724,0.0395951035781543,53763.0,3066.0,4850.0,11734.0,2221.0,4348.0,3534.0,10593.0,8918.0,4499.0,0.067573471008737,18429.0,230914.0,6854482760.0,0.0159876509179117,29684.13677819448,1,1,1,1,8199,8989,160,8813.0,7731.0,6806.0,0.0199704981277657,0.1627215108006725,1,0,100.93333333333334,106.05,100.54666666666667,-3.6309883333333333
2021,5315,165,Rennes,22250.0,820.0,153.0,447.0,0.0,91.0,27.0,555.0,2132.0,4175.0,584.0,1694.0,799.0,1164.0,458.0,3884.0,2698.0,2569.0,319653.0,0.1162820371165257,0.1876404494382022,0.0076536388750509,55904.0,3143.0,5002.0,11962.0,2386.0,4652.0,3610.0,11275.0,9179.0,4695.0,0.0398229265479976,18626.0,230440.0,6609745362.0,0.0106896738835531,28683.15119770873,1,1,1,1,10094,11162,160,8989.0,8813.0,7731.0,0.2417399043275114,0.266538068762056,0,1,106.59166666666665,107.65833333333335,100.94,0.20732333333333333
2022,5315,165,Rennes,23370.0,861.0,146.0,465.0,0.0,93.0,30.0,584.0,2291.0,4332.0,606.0,1786.0,908.0,1183.0,505.0,4169.0,2769.0,2642.0,329085.0,0.1160993626556764,0.1853658536585365,0.0503370786516854,60995.0,3436.0,5382.0,12834.0,2760.0,5002.0,3913.0,12604.0,9744.0,5320.0,0.0910668288494562,19365.0,239320.0,7240704399.0,0.0396757221088801,30255.325083570115,1,1,1,1,10361,11429,160,11162.0,8989.0,8813.0,0.0239204443648091,0.2714428746245412,0,0,86.38333333333333,82.05833333333334,88.45,2.9839558333333334
2023,5315,165,Rennes,23819.0,923.0,154.0,477.0,0.0,90.0,33.0,593.0,2339.0,4370.0,606.0,1841.0,944.0,1181.0,515.0,4338.0,2753.0,2662.0,336685.0,0.1160193475374315,0.1834669801419035,0.0192126658108686,64220.0,3571.0,5661.0,12818.0,2987.0,5287.0,4044.0,13810.0,10128.0,5914.0,0.0528731863267482,20022.0,248423.0,7861649876.0,0.0339271882261813,31646.223884261923,1,1,1,1,9969,11067,160,11429.0,11162.0,8989.0,-0.0316738122320412,-0.0085110195305501,0,0,109.55833333333334,106.97500000000001,101.25166666666667,0.11866666666666666
2024,5315,165,Rennes,24395.0,977.0,157.0,477.0,0.0,91.0,34.0,597.0,2404.0,4391.0,593.0,1880.0,961.0,1218.0,537.0,4529.0,2816.0,2733.0,348506.0,0.1161539869473351,0.1856527977044476,0.0241823754145849,65983.0,3724.0,5899.0,12866.0,3156.0,5533.0,3579.0,14678.0,10356.0,6192.0,0.0274525070071629,20295.0,254303.0,8412597220.0,0.0136350014983517,33080.998729861625,1,1,1,1,10687,12224,160,11067.0,11429.0,11162.0,0.1045450438239812,0.0695598915040685,0,0,103.8,102.7,98.26833333333333,-1.2097208333333334
2025,5315,165,Rennes,24471.0,1036.0,166.0,487.0,0.0,91.0,35.0,594.0,2364.0,4360.0,591.0,1902.0,980.0,1243.0,538.0,4503.0,2827.0,2754.0,348646.0,0.1150805893121815,0.184013730538188,0.0031153924984628,,,,,,,,,,,,20259.0,257771.0,8729065823.0,-0.0017738359201774,33863.645728185096,1,0,1,1,11376,13095,160,12224.0,11067.0,11429.0,0.0712532722513088,0.1832474925454053,0,0,105.75833333333333,110.86666666666667,106.92916666666667,1.3715908333333333
2012,5316,166,Saint-Brieuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4936.0,46154.0,1041747331.0,0.0014201663623452,22571.11693461021,0,0,1,1,1210,1337,58,,,,,,0,0,89.825,90.01666666666667,90.96,-0.21511166666666667
2013,5316,166,Saint-Brieuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4887.0,45608.0,1048764352.0,-0.0099270664505672,22995.184002806523,0,0,1,1,1133,1283,58,1337.0,,,-0.0403889304412864,,0,0,100.15833333333335,97.93333333333334,95.59500000000001,-0.90984
2014,5316,166,Saint-Brieuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4849.0,45411.0,1053472271.0,-0.0077757315326376,23198.61423443659,0,0,1,1,1203,1303,58,1283.0,1337.0,,0.0155884645362431,-0.025430067314884,0,0,90.99166666666667,93.85833333333333,92.60916666666667,-1.967465
2015,5316,166,Saint-Brieuc,,,,,,,,,,,,,,,,,,,,,,,11258.0,800.0,1590.0,3244.0,168.0,641.0,919.0,1509.0,1518.0,869.0,,4821.0,45272.0,1065684239.0,-0.0057743864714374,23539.58824438947,0,1,1,1,1153,1291,58,1303.0,1283.0,1337.0,-0.0092095165003837,0.0062353858144972,0,0,107.08333333333333,101.77499999999999,98.13333333333333,4.810215
2016,5316,166,Saint-Brieuc,,,,,,,,,,,,,,,,,,,,,,,11356.0,781.0,1568.0,3221.0,172.0,721.0,912.0,1526.0,1579.0,876.0,0.0087049209451057,4809.0,45152.0,1080843397.0,-0.0024891101431238,23937.88529854713,0,1,1,1,1207,1356,58,1291.0,1303.0,1283.0,0.0503485670023238,0.0406753645433615,0,0,103.89166666666667,105.95833333333333,100.53333333333335,-1.8016266666666665
2017,5316,166,Saint-Brieuc,,,,,,,,,,,,,,,,,,,,,,,11586.0,819.0,1620.0,3174.0,191.0,766.0,930.0,1535.0,1652.0,899.0,0.0202536104262063,4763.0,44953.0,1098658316.0,-0.0095653982116864,24440.15562921273,0,1,1,1,1324,1465,58,1356.0,1291.0,1303.0,0.0803834808259587,0.1347792408985282,0,0,109.06666666666666,108.60000000000001,103.06,0.7678016666666667
2018,5316,166,Saint-Brieuc,5847.0,343.0,40.0,157.0,0.0,18.0,9.0,183.0,687.0,1165.0,173.0,481.0,66.0,243.0,104.0,715.0,781.0,682.0,72711.0,0.1149197062579384,0.1992474773388062,,11797.0,809.0,1671.0,3154.0,199.0,817.0,934.0,1633.0,1684.0,896.0,0.0182116347315726,4715.0,45383.0,1130500743.0,-0.0100776821331093,24910.225040213296,1,1,1,1,1400,1538,58,1465.0,1356.0,1291.0,0.0498293515358361,0.1342182890855456,0,0,94.47500000000001,94.47500000000001,93.48166666666667,-0.14577666666666667
2019,5316,166,Saint-Brieuc,5891.0,355.0,39.0,167.0,0.0,17.0,10.0,175.0,718.0,1141.0,175.0,489.0,70.0,264.0,108.0,717.0,764.0,682.0,71623.0,0.1130354556022135,0.1936852826345272,0.0075252266119376,12317.0,849.0,1785.0,3188.0,223.0,870.0,930.0,1807.0,1704.0,961.0,0.0440790031363906,4734.0,46119.0,1159725211.0,0.0040296924708378,25146.36507730003,1,1,1,1,1608,1756,58,1538.0,1465.0,1356.0,0.1417425227568269,0.1986348122866894,0,0,97.90833333333335,99.55,96.01916666666666,0.3071808333333334
2020,5316,166,Saint-Brieuc,6054.0,377.0,37.0,174.0,0.0,16.0,12.0,178.0,756.0,1164.0,172.0,509.0,73.0,269.0,114.0,745.0,774.0,684.0,74474.0,0.1127829383582118,0.1922695738354806,0.0276693260906466,12820.0,888.0,1912.0,3266.0,239.0,898.0,921.0,1909.0,1762.0,1025.0,0.0408378663635624,4726.0,46691.0,1193716652.0,-0.0016899028305872,25566.31153755542,1,1,1,1,1585,1705,58,1756.0,1538.0,1465.0,-0.0290432801822323,0.1085825747724318,1,0,100.93333333333334,106.05,100.54666666666667,-3.6309883333333333
2021,5316,166,Saint-Brieuc,6032.0,408.0,40.0,164.0,0.0,17.0,14.0,179.0,767.0,1136.0,180.0,485.0,76.0,273.0,112.0,752.0,757.0,672.0,74571.0,0.1114986759387598,0.1883289124668435,-0.0036339610175091,13266.0,925.0,2015.0,3309.0,256.0,912.0,936.0,2009.0,1843.0,1061.0,0.0347893915756629,4726.0,46858.0,1154114371.0,0.0,24630.03907550472,1,1,1,1,2073,2302,58,1705.0,1756.0,1538.0,0.3501466275659823,0.3109339407744875,0,1,106.59166666666665,107.65833333333335,100.94,0.20732333333333333
2022,5316,166,Saint-Brieuc,6255.0,437.0,42.0,170.0,0.0,16.0,12.0,187.0,802.0,1158.0,180.0,517.0,80.0,284.0,118.0,799.0,766.0,687.0,75342.0,0.1108999930351481,0.1851318944844124,0.0369694960212201,14215.0,1026.0,2121.0,3445.0,300.0,976.0,1001.0,2194.0,1931.0,1221.0,0.0715362581034222,4857.0,48847.0,1267061598.0,0.0277190012695724,25939.39439474277,1,1,1,1,2200,2443,58,2302.0,1705.0,1756.0,0.0612510860121633,0.4328445747800586,0,0,86.38333333333333,82.05833333333334,88.45,2.9839558333333334
2023,5316,166,Saint-Brieuc,6371.0,453.0,43.0,177.0,0.0,19.0,13.0,195.0,811.0,1161.0,186.0,530.0,85.0,276.0,124.0,843.0,777.0,678.0,75727.0,0.1101492619754877,0.1822319886987914,0.0185451638689049,15047.0,1108.0,2253.0,3512.0,343.0,1042.0,1072.0,2412.0,1935.0,1370.0,0.0585297221245164,4979.0,49923.0,1348044964.0,0.0251183858348775,27002.48310398013,1,1,1,1,2238,2451,58,2443.0,2302.0,1705.0,0.0032746623004502,0.0647263249348393,0,0,109.55833333333334,106.97500000000001,101.25166666666667,0.11866666666666666
2024,5316,166,Saint-Brieuc,6426.0,460.0,44.0,180.0,0.0,18.0,14.0,189.0,841.0,1189.0,175.0,545.0,91.0,280.0,128.0,847.0,759.0,666.0,76699.0,0.1106939992167285,0.1850295673825085,0.0086328676816826,15317.0,1122.0,2402.0,3454.0,357.0,1086.0,898.0,2585.0,1975.0,1438.0,0.017943776168007,5024.0,50567.0,1425816771.0,0.0090379594296043,28196.58613324896,1,1,1,1,2483,2829,58,2451.0,2443.0,2302.0,0.1542227662178703,0.1580024559967252,0,0,103.8,102.7,98.26833333333333,-1.2097208333333334
2025,5316,166,Saint-Brieuc,6522.0,463.0,45.0,180.0,0.0,20.0,15.0,183.0,849.0,1199.0,177.0,550.0,90.0,292.0,133.0,861.0,787.0,678.0,77240.0,0.1106477441812069,0.1838393130941429,0.0149393090569561,,,,,,,,,,,,5027.0,50876.0,1479729945.0,0.0005971337579617,29085.029188615452,1,0,1,1,2466,2833,58,2829.0,2451.0,2443.0,0.00141392718275,0.1558547531619747,0,0,105.75833333333333,110.86666666666667,106.92916666666667,1.3715908333333333
2012,5317,167,Saint-Malo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4299.0,34260.0,782736889.0,0.003501400560224,22846.96115002919,0,0,1,1,1059,1162,54,,,,,,0,0,89.825,90.01666666666667,90.96,-0.21511166666666667
2013,5317,167,Saint-Malo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4334.0,34067.0,801700679.0,0.0081414282391254,23533.057768514984,0,0,1,1,1171,1228,54,1162.0,,,0.0567986230636832,,0,0,100.15833333333335,97.93333333333334,95.59500000000001,-0.90984
2014,5317,167,Saint-Malo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4321.0,33796.0,810276335.0,-0.0029995385325334,23975.50997159427,0,0,1,1,1154,1203,54,1228.0,1162.0,,-0.020358306188925,0.0352839931153183,0,0,90.99166666666667,93.85833333333333,92.60916666666667,-1.967465
2015,5317,167,Saint-Malo,,,,,,,,,,,,,,,,,,,,,,,10854.0,710.0,1143.0,3409.0,174.0,642.0,828.0,1540.0,1509.0,899.0,,4317.0,33998.0,832435321.0,-0.0009257116408238,24484.83207835755,0,1,1,1,1174,1263,54,1203.0,1228.0,1162.0,0.0498753117206982,0.028501628664495,0,0,107.08333333333333,101.77499999999999,98.13333333333333,4.810215
2016,5317,167,Saint-Malo,,,,,,,,,,,,,,,,,,,,,,,11197.0,724.0,1147.0,3487.0,190.0,717.0,828.0,1628.0,1561.0,915.0,0.0316012529942877,4305.0,34518.0,857413417.0,-0.0027797081306463,24839.60301871487,0,1,1,1,1218,1353,54,1263.0,1203.0,1228.0,0.0712589073634204,0.1246882793017456,0,0,103.89166666666667,105.95833333333333,100.53333333333335,-1.8016266666666665
2017,5317,167,Saint-Malo,,,,,,,,,,,,,,,,,,,,,,,11496.0,728.0,1129.0,3543.0,202.0,770.0,852.0,1686.0,1609.0,977.0,0.026703581316424,4292.0,35226.0,887604142.0,-0.0030197444831591,25197.41503434963,0,1,1,1,1236,1337,54,1353.0,1263.0,1203.0,-0.0118255728011825,0.058590657165479,0,0,109.06666666666666,108.60000000000001,103.06,0.7678016666666667
2018,5317,167,Saint-Malo,5327.0,339.0,34.0,163.0,0.0,18.0,14.0,161.0,498.0,1180.0,103.0,766.0,58.0,201.0,121.0,603.0,576.0,492.0,46397.0,0.1199111785493067,0.2215130467430073,,11785.0,745.0,1142.0,3512.0,207.0,828.0,889.0,1740.0,1713.0,1009.0,0.0251391788448156,4310.0,36119.0,932087641.0,0.0041938490214352,25806.02012791052,1,1,1,1,1370,1478,54,1337.0,1353.0,1263.0,0.1054599850411368,0.0923872875092386,0,0,94.47500000000001,94.47500000000001,93.48166666666667,-0.14577666666666667
2019,5317,167,Saint-Malo,5447.0,350.0,36.0,162.0,0.0,17.0,10.0,163.0,496.0,1210.0,111.0,789.0,59.0,209.0,128.0,637.0,576.0,494.0,46373.0,0.1202260183070271,0.2221406278685515,0.022526750516238,12369.0,778.0,1183.0,3564.0,235.0,898.0,900.0,1955.0,1773.0,1083.0,0.049554518455664,4362.0,37071.0,974179173.0,0.0120649651972157,26278.740066359147,1,1,1,1,1600,1755,54,1478.0,1337.0,1353.0,0.1874154262516913,0.3126402393418099,0,0,97.90833333333335,99.55,96.01916666666666,0.3071808333333334
2020,5317,167,Saint-Malo,5548.0,340.0,34.0,168.0,0.0,15.0,13.0,164.0,501.0,1201.0,121.0,797.0,59.0,231.0,136.0,677.0,586.0,505.0,48620.0,0.1185046775366481,0.2164744051910598,0.0185423168716725,13166.0,797.0,1209.0,3708.0,247.0,989.0,934.0,2199.0,1923.0,1160.0,0.0644352817527689,4419.0,37749.0,1006091231.0,0.0130674002751032,26652.129354419983,1,1,1,1,1624,1831,54,1755.0,1478.0,1337.0,0.0433048433048433,0.2388362652232747,1,0,100.93333333333334,106.05,100.54666666666667,-3.6309883333333333
2021,5317,167,Saint-Malo,5612.0,350.0,32.0,173.0,0.0,15.0,13.0,164.0,519.0,1208.0,116.0,784.0,68.0,240.0,143.0,693.0,590.0,504.0,48434.0,0.1175606162133987,0.2152530292230933,0.0115356885364095,13662.0,855.0,1266.0,3763.0,286.0,1041.0,961.0,2363.0,1943.0,1184.0,0.0376727935591676,4446.0,37320.0,942962173.0,0.0061099796334012,25266.939255091103,1,1,1,1,2019,2223,54,1831.0,1755.0,1478.0,0.2140906608410704,0.2666666666666666,0,1,106.59166666666665,107.65833333333335,100.94,0.20732333333333333
2022,5317,167,Saint-Malo,5923.0,389.0,33.0,182.0,0.0,16.0,15.0,175.0,567.0,1262.0,116.0,815.0,78.0,255.0,158.0,750.0,599.0,513.0,50517.0,0.1165556489211297,0.2130677021779503,0.0554169636493229,14824.0,934.0,1349.0,3931.0,314.0,1133.0,1008.0,2717.0,2089.0,1349.0,0.0850534328795198,4666.0,39287.0,1055355553.0,0.0494826810616284,26862.716751088145,1,1,1,1,2086,2333,54,2223.0,1831.0,1755.0,0.0494826810616284,0.2741671217913708,0,0,86.38333333333333,82.05833333333334,88.45,2.9839558333333334
2023,5317,167,Saint-Malo,6051.0,397.0,34.0,181.0,0.0,16.0,12.0,171.0,585.0,1278.0,107.0,842.0,86.0,262.0,156.0,795.0,607.0,522.0,51879.0,0.1171779258225427,0.211204759543877,0.021610670268445,15953.0,981.0,1412.0,4056.0,360.0,1231.0,1074.0,3048.0,2275.0,1516.0,0.0761602806260117,4818.0,41339.0,1181885265.0,0.032576082297471,28590.07873920511,1,1,1,1,1973,2231,54,2333.0,2223.0,1831.0,-0.0437205315045006,0.0035987404408457,0,0,109.55833333333334,106.97500000000001,101.25166666666667,0.11866666666666666
2024,5317,167,Saint-Malo,6208.0,415.0,38.0,184.0,0.0,16.0,16.0,176.0,598.0,1286.0,111.0,850.0,89.0,272.0,158.0,853.0,621.0,525.0,53099.0,0.1162704612106759,0.2071520618556701,0.0259461246075027,16123.0,1024.0,1437.0,3973.0,401.0,1317.0,955.0,3211.0,2248.0,1557.0,0.0106563028897386,4930.0,42162.0,1260066680.0,0.0232461602324616,29886.311844789147,1,1,1,1,2129,2499,54,2231.0,2333.0,2223.0,0.1201255042581801,0.0711530218602658,0,0,103.8,102.7,98.26833333333333,-1.2097208333333334
2025,5317,167,Saint-Malo,6193.0,408.0,36.0,189.0,0.0,19.0,17.0,169.0,600.0,1289.0,113.0,849.0,89.0,269.0,165.0,847.0,622.0,512.0,53148.0,0.1163324390066666,0.2081382205716131,-0.002416237113402,,,,,,,,,,,,4917.0,42146.0,1287782724.0,-0.0026369168356997,30555.277464053528,1,0,1,1,2216,2610,54,2499.0,2231.0,2333.0,0.0444177671068426,0.1698789780367549,0,0,105.75833333333333,110.86666666666667,106.92916666666667,1.3715908333333333
2012,5318,168,Vannes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6378.0,50599.0,1124162171.0,0.01592863969417,22217.08276843416,0,0,1,1,1765,1933,60,,,,,,0,0,89.825,90.01666666666667,90.96,-0.21511166666666667
2013,5318,168,Vannes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6428.0,50231.0,1136045131.0,0.0078394481028536,22616.41478369931,0,0,1,1,1775,1897,60,1933.0,,,-0.0186239006725297,,0,0,100.15833333333335,97.93333333333334,95.59500000000001,-0.90984
2014,5318,168,Vannes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6386.0,49475.0,1145492881.0,-0.0065339141257,23152.963739262254,0,0,1,1,1809,1987,60,1897.0,1933.0,,0.0474433315761728,0.0279358510087945,0,0,90.99166666666667,93.85833333333333,92.60916666666667,-1.967465
2015,5318,168,Vannes,,,,,,,,,,,,,,,,,,,,,,,15882.0,1050.0,2038.0,4325.0,353.0,714.0,1114.0,2379.0,2522.0,1387.0,,6369.0,49422.0,1169394138.0,-0.0026620732853116,23661.40864392376,0,1,1,1,1749,1875,60,1987.0,1897.0,1933.0,-0.0563663814796174,-0.0115972588297311,0,0,107.08333333333333,101.77499999999999,98.13333333333333,4.810215
2016,5318,168,Vannes,,,,,,,,,,,,,,,,,,,,,,,16308.0,1103.0,2027.0,4390.0,351.0,774.0,1149.0,2479.0,2635.0,1400.0,0.0268228182848506,6427.0,49838.0,1197927517.0,0.0091066101428796,24036.428367912034,0,1,1,1,1830,2041,60,1875.0,1987.0,1897.0,0.0885333333333333,0.027176648213387,0,0,103.89166666666667,105.95833333333333,100.53333333333335,-1.8016266666666665
2017,5318,168,Vannes,,,,,,,,,,,,,,,,,,,,,,,16716.0,1119.0,2025.0,4440.0,364.0,834.0,1174.0,2621.0,2748.0,1391.0,0.025018395879323,6334.0,50525.0,1232785614.0,-0.0144702038276023,24399.5173478476,0,1,1,1,1965,2124,60,2041.0,1875.0,1987.0,0.0406663400293973,0.1328,0,0,109.06666666666666,108.60000000000001,103.06,0.7678016666666667
2018,5318,168,Vannes,7843.0,340.0,52.0,203.0,0.0,22.0,19.0,252.0,920.0,1643.0,174.0,834.0,112.0,340.0,188.0,1008.0,920.0,816.0,80655.0,0.1168434641792129,0.2094861660079051,,17276.0,1143.0,2062.0,4524.0,379.0,907.0,1217.0,2706.0,2888.0,1450.0,0.033500837520938,6403.0,51922.0,1291589427.0,0.0108935901484055,24875.5715688918,1,1,1,1,2168,2330,60,2124.0,2041.0,1875.0,0.0969868173258003,0.1415972562469378,0,0,94.47500000000001,94.47500000000001,93.48166666666667,-0.14577666666666667
2019,5318,168,Vannes,7887.0,363.0,48.0,196.0,0.0,22.0,18.0,244.0,923.0,1634.0,174.0,858.0,119.0,358.0,187.0,1041.0,900.0,802.0,79299.0,0.1163148278872316,0.207176366172182,0.0056100981767182,18089.0,1206.0,2091.0,4562.0,430.0,958.0,1289.0,2984.0,3034.0,1535.0,0.047059504514934,6496.0,53112.0,1346205152.0,0.0145244416679681,25346.5347190842,1,1,1,1,2534,2773,60,2330.0,2124.0,2041.0,0.1901287553648067,0.3055555555555556,0,0,97.90833333333335,99.55,96.01916666666666,0.3071808333333334
2020,5318,168,Vannes,8179.0,382.0,48.0,207.0,0.0,23.0,19.0,251.0,985.0,1670.0,162.0,885.0,130.0,364.0,208.0,1107.0,920.0,818.0,81025.0,0.1159589548804539,0.2041814402738721,0.0370229491568403,19390.0,1292.0,2167.0,4776.0,474.0,1053.0,1326.0,3357.0,3240.0,1705.0,0.0719221626402786,6569.0,54271.0,1399764406.0,0.011237684729064,25792.124818042787,1,1,1,1,2333,2653,60,2773.0,2330.0,2124.0,-0.0432744320230796,0.13862660944206,1,0,100.93333333333334,106.05,100.54666666666667,-3.6309883333333333
2021,5318,168,Vannes,8201.0,383.0,43.0,203.0,0.0,23.0,14.0,255.0,1003.0,1663.0,167.0,875.0,134.0,363.0,218.0,1123.0,922.0,812.0,80769.0,0.1158015428152333,0.202780148762346,0.0026898153808534,20024.0,1383.0,2234.0,4761.0,500.0,1138.0,1393.0,3508.0,3337.0,1770.0,0.0326972666322846,6649.0,54339.0,1341066852.0,0.0121784137616074,24679.638050019323,1,1,1,1,2885,3226,60,2653.0,2773.0,2330.0,0.2159819072747832,0.1633609808871259,0,1,106.59166666666665,107.65833333333335,100.94,0.20732333333333333
2022,5318,168,Vannes,8632.0,435.0,50.0,215.0,0.0,23.0,18.0,269.0,1067.0,1756.0,172.0,919.0,151.0,391.0,224.0,1188.0,942.0,812.0,84222.0,0.1153010308862168,0.2034291010194624,0.0525545665162785,21551.0,1452.0,2373.0,4980.0,581.0,1240.0,1511.0,3955.0,3486.0,1973.0,0.0762584898122253,6926.0,56910.0,1493563105.0,0.0416604000601594,26244.299859427167,1,1,1,1,2983,3377,60,3226.0,2653.0,2773.0,0.0468071915685059,0.2728986053524311,0,0,86.38333333333333,82.05833333333334,88.45,2.9839558333333334
2023,5318,168,Vannes,8878.0,460.0,56.0,222.0,0.0,22.0,19.0,274.0,1098.0,1775.0,170.0,921.0,166.0,393.0,248.0,1250.0,959.0,845.0,86085.0,0.1143510989067036,0.1999324172110835,0.028498609823911,22804.0,1537.0,2475.0,5043.0,660.0,1334.0,1552.0,4345.0,3679.0,2179.0,0.0581411535427589,7174.0,59310.0,1644098281.0,0.0358071036673404,27720.422879784182,1,1,1,1,2820,3185,60,3377.0,3226.0,2653.0,-0.0568551969203434,-0.0127092374457532,0,0,109.55833333333334,106.97500000000001,101.25166666666667,0.11866666666666666
2024,5318,168,Vannes,8983.0,484.0,56.0,217.0,0.0,24.0,26.0,272.0,1117.0,1789.0,181.0,915.0,164.0,398.0,249.0,1282.0,955.0,854.0,88259.0,0.1141354501555866,0.1991539574752309,0.0118269880603738,23372.0,1583.0,2510.0,4967.0,712.0,1444.0,1388.0,4677.0,3837.0,2254.0,0.0249079108928258,7269.0,60823.0,1752376282.0,0.0132422637301365,28811.079394308075,1,1,1,1,3132,3655,60,3185.0,3377.0,3226.0,0.1475667189952905,0.0823215872075806,0,0,103.8,102.7,98.26833333333333,-1.2097208333333334
2025,5318,168,Vannes,9037.0,493.0,52.0,218.0,0.0,24.0,24.0,269.0,1114.0,1791.0,178.0,913.0,177.0,404.0,239.0,1340.0,963.0,838.0,89255.0,0.1145818594939675,0.198185238464092,0.0060113547812534,,,,,,,,,,,,7298.0,61648.0,1821313662.0,0.0039895446416289,29543.759116273035,1,0,1,1,3213,3758,60,3655.0,3185.0,3377.0,0.0281805745554035,0.1799058084772371,0,0,105.75833333333333,110.86666666666667,106.92916666666667,1.3715908333333333
2012,5319,169,Vitré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.0,27331.0,649528796.0,0.0110736639383726,23765.27737733709,0,0,1,1,488,545,56,,,,,,0,0,89.825,90.01666666666667,90.96,-0.21511166666666667
2013,5319,169,Vitré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113.0,27420.0,670248412.0,0.006190476190476,24443.77870167761,0,0,1,1,514,574,56,545.0,,,0.0532110091743118,,0,0,100.15833333333335,97.93333333333334,95.59500000000001,-0.90984
2014,5319,169,Vitré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2118.0,27095.0,678257452.0,0.0023663038334122,25032.568813434213,0,0,1,1,509,541,56,574.0,545.0,,-0.0574912891986062,-0.0073394495412844,0,0,90.99166666666667,93.85833333333333,92.60916666666667,-1.967465
2015,5319,169,Vitré,,,,,,,,,,,,,,,,,,,,,,,4984.0,515.0,633.0,1264.0,77.0,328.0,573.0,643.0,578.0,373.0,,2125.0,27438.0,692746275.0,0.0033050047214353,25247.69571397332,0,1,1,1,496,590,56,541.0,574.0,545.0,0.0905730129390018,0.0278745644599303,0,0,107.08333333333333,101.77499999999999,98.13333333333333,4.810215
